ID,Name,Type,ATK,DEF,Description,Suggested_Pool,Final_Pool
DM1714,St. Joan,Monster (Fusion),2800,2000,"""The Forgiving Maiden"" + ""Darklord Marie""",4.3,
DM1715,Stamping Destruction,Spell,,,"If you control a Dragon monster: Target 1 Spell/Trap on the field; destroy that target, and if you d",3.5,
DM1716,Star Boy,Monster (Effect),550,500,"As long as this card remains face-up on the field, increase the ATK of all WATER monsters by 500 poi",1.5,
DM1717,Statue of the Wicked,Trap,,,"When this face-down card is destroyed and sent to the Graveyard, Special Summon 1 ""Wicked Token"" (Fi",3.5,
DM1718,Staunch Defender,Trap,,,You can only activate this card when your opponent declares an attack. Select 1 face-up monster on y,2.3,
DM1719,Stealth Bird,Monster (Effect),700,1700,Once per turn: You can change this card to face-down Defense Position. When this card is Flip Summon,3.2,
DM1720,Steel Ogre Grotto #1,Monster (Normal),1400,1800,A steel idol worshipped in the Land of Machines.,2.1,
DM1721,Steel Ogre Grotto #2,Monster (Normal),1900,2200,A mechanized iron doll with tremendous strength.,3.5,
DM1722,Steel Scorpion,Monster (Effect),250,300,"A non Machine-Type Monster attacking ""Steel Scorpion"" will be destroyed at the End Phase of your opp",1.3,
DM1723,Steel Shell,Spell,,,A WATER monster equipped with this card increases its ATK by 400 points and decreases its DEF by 200,3.5,
DM1724,Stim-Pack,Spell,,,"The equipped monster gains 700 ATK. During each of your Standby Phases, the equipped monster loses 2",3.5,
DM1725,Stone Armadiller,Monster (Normal),800,1200,Dis stone crittah's got rock-hahd fur. Dat gives him some really good dee-fense!,2.1,
DM1726,Stone Dragon,Monster (Normal),2000,2300,A dragon formed by huge boulders that are also used to attack the enemy.,2.5,
DM1727,Stone Ghost,Monster (Normal),1200,1000,"''With a head that erupts when angered, this monster launches a dangerous shower of boulders.''",2.1,
DM1728,Stone Ogre Grotto,Monster (Normal),1600,1500,A behemoth shaped by giant boulders.,1.5,
DM1729,Stone Statue of the Aztecs,Monster (Effect),300,2000,Double any Battle Damage your opponent takes when they attack this monster.,3.5,
DM1730,Stop Defense,Spell,,,Select 1 Defense Position monster on your opponent's side of the field and change it to Attack Posit,1.4,
DM1731,Stray Lambs,Spell,,,"Special Summon 2 ""Lamb Tokens"" (Beast/EARTH/Level 1/ATK 0/DEF 0) in Defense Position. You cannot Sum",3.5,
DM1732,Strike Ninja,Monster (Effect),1700,1200,(Quick Effect): You can banish 2 DARK monsters from your GY; banish this face-up card until the End ,3.2,
DM1733,Stronghold the Moving Fortress,Trap,,,Special Summon this card in Defense Position as an Effect Monster (Machine/EARTH/Level 4/ATK 0/DEF 2,3.5,
DM1734,Stuffed Animal,Monster (Normal),1200,900,"It may look like a harmless stuffed animal, but its zipper mouth deals a deadly bite.",2.1,
DM1735,Stumbling,Spell,,,"Any monster that is Normal Summoned, Flip Summoned or Special Summoned is changed to Defense Positio",3.5,
DM1736,Succubus Knight,Monster (Normal),1650,1300,A warrior wizard adept in casting bone-chilling spells.,1.5,
DM1737,Suijin,Monster (Effect),2500,2400,"During damage calculation in your opponent's turn, if this card is being attacked: You can target th",4.3,
DM1738,Summoned Skull,Monster (Normal),2500,1200,"A fiend with dark powers for confusing the enemy. Among the Fiend-Type monsters, this monster boasts",4.1,
DM1739,Summoner Monk,Monster (Effect),800,1600,"While this card is face-up on the field, it cannot be Tributed. If this card is Normal or Flip Summo",3.2,
DM1740,Summoner of Illusions,Monster (Effect),800,900,"FLIP: Tribute 1 other monster, and if you do, Special Summon 1 Fusion Monster from your Extra Deck, ",2.2,
DM1741,Super Rejuvenation,Spell,,,"During the End Phase of the turn this card was activated, draw a number of cards equal to the combin",2.3,
DM1742,Super Robolady,Monster (Fusion),1200,500,"""Robolady"" + ""Roboyarou"" You can Special Summon ""Super Roboyarou"" by returning this card from the fi",3.1,
DM1743,Super Roboyarou,Monster (Fusion),1200,500,"""Roboyarou"" + ""Robolady"" You can Special Summon ""Super Robolady"" by returning this card from the fie",3.1,
DM1744,Super War-Lion,Monster (Ritual),2300,2100,"You can Ritual Summon this card with ""War-Lion Ritual"".",3.5,
DM1745,Supply,Monster (Effect),1300,800,FLIP: Return 2 Fusion-Material monsters that were sent to the Graveyard as a result of a Fusion Summ,2.3,
DM1746,Supporter in the Shadows,Monster (Normal),1000,1000,''A cute little elf that hides in the shadows and provides spiritual support.'',1.5,
DM1747,Susa Soldier,Monster (Effect),2000,1600,This card cannot be Special Summoned. This card returns to the owner's hand during the End Phase of ,4.5,
DM1748,Swamp Battleguard,Monster (Effect),1800,1500,"This card gains 500 ATK for each ""Lava Battleguard"" you control.",2.3,
DM1749,Swarm of Locusts,Monster (Effect),1000,500,Once per turn: You can change this card to face-down Defense Position. When this card is Flip Summon,2.2,
DM1750,Swarm of Scarabs,Monster (Effect),500,1000,Once per turn: You can change this card to face-down Defense Position. When this card is Flip Summon,2.2,
DM1751,Swift Gaia the Fierce Knight,Monster (Effect),2300,2100,"If this is the only card in your hand, you can Normal Summon it without Tributing.",3.2,
DM1752,Sword Arm of Dragon,Monster (Normal),1750,2030,"This Jurassic juggernaut has a spine covered in sword-like plates, and a tail to split open skulls.",3.3,
DM1753,Sword Hunter,Monster (Effect),2450,1700,"At the end of the Battle Phase, if this card destroyed a monster(s) by battle and sent it to the Gra",3.3,
DM1754,Sword Slasher,Monster (Normal),1450,1500,A lethal engine of destruction that wields two well-honed blades.,1.3,
DM1755,Sword of Dark Destruction,Spell,,,Equip only to a DARK monster. It gains 400 ATK and loses 200 DEF.,3.5,
DM1756,Sword of Deep-Seated,Spell,,,The equipped monster gains 500 ATK/DEF. If this card is sent to your GY: Place it on top of your Dec,3.5,
DM1757,Sword of Dragon's Soul,Spell,,,"Equip only to a Warrior monster. It gains 700 ATK. After damage calculation, if the equipped monster",3.5,
DM1758,Sword of the Soul-Eater,Spell,,,You can only equip this card to a Level 3 or lower Normal Monster on your side of the field. When yo,3.5,
DM1759,Swords of Concealing Light,Spell,,,"Destroy this card during your 2nd Standby Phase after activation. When this card resolves, change al",3.5,
DM1760,Swords of Revealing Light,Spell,,,"After this card's activation, it remains on the field, but you must destroy it during the End Phase ",4.5,
DM1761,Swordsman from a Distant Land,Monster (Effect),250,250,"If this card attacked an opponent's monster, after damage calculation: Destroy that monster during t",1.3,
DM1762,Swordsman of Landstar,Monster (Normal),500,1200,"An amateur with a sword, this fairy warrior relies on its mysterious powers.",2.1,
DM1763,Swordstalker,Monster (Normal),2000,1600,A monster formed by the vengeful souls of those who passed away in battle.,3.3,
DM1764,Synchar,Monster (Normal),800,900,''This two-headed creature spits laser blasts at its enemies.'',1.5,
DM1765,Tactical Espionage Expert,Monster (Effect),1300,1200,"When this card is Normal Summoned successfully, no Trap Cards can be activated.",2.3,
DM1766,Tailor of the Fickle,Spell,,,Switch 1 Equip Card equipped to a monster to another correct target.,3.5,
DM1767,Tainted Wisdom,Monster (Effect),1250,800,If this Attack Position card is changed to face-up Defense Position: Shuffle your Deck.,2.3,
DM1768,Takriminos,Monster (Normal),1500,1200,A member of a race of sea serpents that freely travels through the sea.,2.3,
DM1769,Takuhee,Monster (Normal),1450,1000,This bird is known far and wide as a harbinger of doom.,2.3,
DM1770,Talisman of Spell Sealing,Trap,,,"You can only activate this card while there is a face-up ""Sealmaster Meisei"" on your side of the fie",3.5,
DM1771,Talisman of Trap Sealing,Spell,,,"You can only activate this card while there is a face-up ""Sealmaster Meisei"" on your side of the fie",3.5,
DM1772,Tao the Chanter,Monster (Normal),1200,900,"''Master of Yin and Yang, this wizard handles a delicate balance of spells and counter spells.''",2.1,
DM1773,Tatsunootoshigo,Monster (Normal),1350,1600,''A bizarre monster with the torso of a horse and a fish's tail. It gallops through the sea as if it,1.5,
DM1774,Taunt,Trap,,,Activate only during your opponent's Main Phase 1; select 1 monster on your side of the field. While,2.3,
DM1775,Temple of Skulls,Monster (Normal),900,1300,A mysterious temple of skulls and bones that pulls in unsuspecting enemies.,2.1,
DM1776,Temple of the Kings,Spell,,,"You can activate 1 Trap Card the turn it was Set. You can send 1 ""Mystical Beast of Serket"" in your ",3.5,
DM1777,Tenderness,Monster (Normal),700,1400,''An adorable fairy that celebrates the gift of love.'',2.3,
DM1778,Tentacle Plant,Monster (Normal),500,600,''A carnivorous plant that has an outgrowth of tentacles. It attacks someone nearby by extending its,1.3,
DM1779,Terra the Terrible,Monster (Normal),1200,1300,"Known as a swamp dweller, this creature is a minion of the dark forces.",2.1,
DM1780,Terraforming,Spell,,,Add 1 Field Spell from your Deck to your hand.,2.3,
DM1781,Terrorking Archfiend,Monster (Effect),2000,1500,This card cannot be Normal Summoned or Flip Summoned unless you have an Archfiend Monster Card on yo,4.5,
DM1782,Terrorking Salmon,Monster (Normal),2400,1000,"A feared salmon, master of the Sea of Darkness. Its roe is the best delicacy in the World of Darknes",4.1,
DM1783,Teva,Monster (Effect),2000,1500,"When this card is Tribute Summoned successfully, your opponent cannot declare an attack during his/h",3.5,
DM1784,That Which Feeds on Life,Monster (Normal),1200,1000,A monster that feeds on the energy of other creatures.,2.1,
DM1785,The 13th Grave,Monster (Normal),1200,900,A zombie that suddenly appeared from plot #13 - an empty grave.,2.1,
DM1786,The A. Forces,Spell,,,All Warrior-Type monsters you control gain 200 ATK for each Warrior or Spellcaster-Type monster you ,3.5,
DM1787,The Agent of Creation - Venus,Monster (Effect),1600,0,"You can pay 500 LP; Special Summon 1 ""Mystical Shine Ball"" from your hand or Deck.",3.2,
DM1788,The Agent of Force - Mars,Monster (Effect),0,0,"This card is unaffected by any Spell Cards. While you control a face-up ""The Sanctuary in the Sky"" a",1.3,
DM1789,The Agent of Judgment - Saturn,Monster (Effect),2400,0,"While your Life Points are higher than your opponent's, you can Tribute this card to inflict damage ",4.3,
DM1790,The Agent of Wisdom - Mercury,Monster (Effect),0,1700,"During your Standby Phase, if you controlled this face-up card and had no cards in your hand at the ",3.2,
DM1791,The All-Seeing White Tiger,Monster (Normal),1300,500,A proud ruler of the jungle that some fear and others respect.,2.1,
DM1792,The Bewitching Phantom Thief,Monster (Normal),700,700,''An elegant thief with a black cloak that charms its enemies.'',1.3,
DM1793,The Big March of Animals,Spell,,,"Until the end of this turn, all face-up Beast-Type monsters on your side of the field gain 200 ATK f",1.4,
DM1794,The Bistro Butcher,Monster (Effect),1800,1000,"When this card inflicts Battle Damage to your opponent, your opponent draws 2 cards.",3.3,
DM1795,The Cheerful Coffin,Spell,,,Discard up to 3 Monster Cards from your hand to the Graveyard.,2.3,
DM1796,The Creator Incarnate,Monster (Effect),1600,1500,"You can Tribute this card; Special Summon 1 ""The Creator"" from your hand.",3.2,
DM1797,The Dark - Hex-Sealed Fusion,Monster (Effect),1000,1600,"You can substitute this card for any 1 Fusion Material Monster, but the other Fusion Material Monste",3.2,
DM1798,The Dark Door,Spell,,,Only 1 monster can attack during each Battle Phase.,2.3,
DM1799,The Dragon Dwelling in the Cave,Monster (Normal),1300,2000,"A huge dragon dwelling in a cave. It is horrible when it gets angry, although it is usually quiet. I",3.3,
DM1800,The Dragon's Bead,Trap,,,Discard 1 card from your hand. Negate the effect of a Trap Card that targets 1 face-up Dragon-Type m,3.5,
DM1801,The Drdek,Monster (Normal),700,800,''A bipedal eyeball that seldom misses an enemy with its lethal talons.'',1.5,
DM1802,The Earl of Demise,Monster (Normal),2000,700,"This gentlemanly creature is extremely wicked, feared by man and fiend alike.",3.3,
DM1803,The Earth - Hex-Sealed Fusion,Monster (Effect),1000,1600,"You can substitute this card for any 1 Fusion Material Monster, but the other Fusion Material Monste",3.2,
DM1804,The Emperor's Holiday,Trap,,,Negate all Equip Card effects on the field.,3.5,
DM1805,The End of Anubis,Monster (Effect),2500,0,"While this card is face-up on the field, all effects of Spell, Trap, and Monster Cards that target a",4.3,
DM1806,The Eye of Truth,Trap,,,"Your opponent must keep their hand revealed. Once per turn, during your opponent's Standby Phase, if",1.4,
DM1807,The Fiend Megacyber,Monster (Effect),2200,1200,"If your opponent controls at least 2 more monsters than you do, you can Special Summon this card (fr",4.2,
DM1808,The First Sarcophagus,Trap,,,"During each of your opponent's End Phases, place 1 card face-up on your side of the field from your ",3.5,
DM1809,The Flute of Summoning Dragon,Spell,,,"Special Summon up to 2 Dragon monsters from your hand. ""Lord of D."" must be on the field to activate",3.5,
DM1810,The Forceful Sentry,Spell,,,Look at your opponent's hand. Select 1 card among them and return it to his/her Deck. The Deck is th,5.1,
DM1811,The Forgiving Maiden,Monster (Effect),850,2000,Tribute this face-up card to return to your hand 1 of your monsters destroyed as a result of battle ,3.5,
DM1812,The Furious Sea King,Monster (Normal),800,700,"Grand King of the Seven Seas, he's able to summon massive tidal waves to drown the enemy.",1.5,
DM1813,The Graveyard in the Fourth Dimension,Spell,,,"Add 2 ""LV"" monsters from your Graveyard to your Deck and shuffle it.",2.3,
DM1814,The Gross Ghost of Fled Dreams,Monster (Normal),1300,1800,"This monster feeds on the dreams of an unwary sleeper, dragging the victim into eternal slumber.",3.1,
DM1815,The Hunter with 7 Weapons,Monster (Effect),1000,600,"When this card is Normal Summoned, declare 1 Type of monster. When battling that Type of monster, in",2.2,
DM1816,The Illusory Gentleman,Monster (Normal),1500,1600,"Wearing odd fashions, this gentleman is very fickle. He sometimes saves people and at other times co",2.5,
DM1817,The Immortal of Thunder,Monster (Effect),1500,1300,FLIP: Increase your Life Points by 3000 points. When this card is sent from the field to the Graveya,2.5,
DM1818,The Inexperienced Spy,Spell,,,Select and see 1 card in your opponent's hand.,2.3,
DM1819,The Judgement Hand,Monster (Normal),1400,700,An all-powerful hand that delivers ruthless attacks.,2.3,
DM1820,The Kick Man,Monster (Effect),1300,300,"When this card is Special Summoned, you can equip 1 appropriate Equip Spell Card from your Graveyard",2.3,
DM1821,The Last Warrior from Another Planet,Monster (Fusion),2350,2300,"""Zombyra the Dark"" + ""Maryokutai"" If this card is Special Summoned: Destroy all other monsters you c",3.5,
DM1822,The Law of the Normal,Spell,,,You can only activate this card while there are 5 face-up Level 2 or lower Normal Monsters on your s,3.5,
DM1823,The Legendary Fisherman,Monster (Effect),1850,1600,"While ""Umi"" is on the field, this card is unaffected by Spell effects and cannot be targeted for att",2.3,
DM1824,The Light - Hex-Sealed Fusion,Monster (Effect),1000,1600,"You can substitute this card for any 1 Fusion Material Monster, but the other Fusion Material Monste",3.2,
DM1825,The Little Swordsman of Aile,Monster (Effect),800,1300,Offer 1 monster on your side of the field as a Tribute to increase this monster's ATK by 700 points ,2.3,
DM1826,The Mask of Remnants,Spell,,,"Shuffle this card into its owner's Deck, OR if this card was put into play by the effect of ""Masked ",3.5,
DM1827,The Masked Beast,Monster (Ritual),3200,1800,"You can Ritual Summon this card with ""Curse of the Masked Beast"".",5.1,
DM1828,The Melting Red Shadow,Monster (Normal),500,700,"''This monster melts away to materialize under its enemies, taking them by surprise.''",1.3,
DM1829,The Portrait's Secret,Monster (Normal),1200,1500,"A portrait cursed by the artist, it is said to bring ill fortune to anyone who owns it.",2.3,
DM1830,The Puppet Magic of Dark Ruler,Spell,,,Select 1 Fiend-Type monster from your Graveyard. Remove from play monsters on your side of the field,3.5,
DM1831,The Regulation of Tribe,Trap,,,Declare 1 Type of monster. Monsters of the declared Type cannot attack. Tribute 1 monster from your ,2.3,
DM1832,The Reliable Guardian,Spell,,,Increase 1 face-up monster's DEF by 700 points until the end of this turn.,1.4,
DM1833,The Rock Spirit,Monster (Effect),1700,1000,This card cannot be Normal Summoned or Set. This card can only be Special Summoned by removing from ,3.2,
DM1834,The Sanctuary in the Sky,Spell,,,Battle damage to the controller of a Fairy monster from a battle involving that monster becomes 0.,3.5,
DM1835,The Second Sarcophagus,Spell,,,"This card can only be placed on the field by the effect of ""The First Sarcophagus"".",2.3,
DM1836,The Secret of the Bandit,Spell,,,This card can only be activated during Main Phase 1. Select 1 face-up monster on the field. Each tim,2.3,
DM1837,The Selection,Trap,,,Pay 1000 Life Points. Negate the Summon of a monster that has the same Type as a monster on the fiel,3.5,
DM1838,The Shadow Who Controls the Dark,Monster (Normal),800,700,"A shadow that dwells in the dark, paralyzing its opponents and rendering them harmless.",1.5,
DM1839,The Shallow Grave,Spell,,,Each player targets 1 monster in their own GY; each player Special Summons the target from their GY ,3.5,
DM1840,The Snake Hair,Monster (Normal),1500,1200,A monster with a head of poison snakes. One look from this monster can turn an opponent to stone.,2.3,
DM1841,The Spell Absorbing Life,Trap,,,Flip all face-down Defense Position Monster Cards on the field face-up. Flip Effects are not activat,1.4,
DM1842,The Statue of Easter Island,Monster (Normal),1100,1400,A stone monument from Easter Island that launches laser blasts from its rock-hewn lips.,2.3,
DM1843,The Stern Mystic,Monster (Effect),1500,1200,"FLIP: Reveal all face-down cards on the field (Flip Effects are not activated), then return them to ",2.5,
DM1844,The Thing That Hides in the Mud,Monster (Normal),1200,1300,''This monster melts its way underground to attack enemies from below.'',2.1,
DM1845,The Thing in the Crater,Monster (Effect),1000,1200,"When this card is destroyed and sent from the field to the Graveyard, you can Special Summon 1 Pyro-",2.3,
DM1846,The Third Sarcophagus,Spell,,,"This card can only be placed on the field by the effect of ""The First Sarcophagus"".",2.3,
DM1847,The Tricky,Monster (Effect),2000,1200,You can Special Summon this card (from your hand) by discarding 1 card.,3.5,
DM1848,The Trojan Horse,Monster (Effect),1600,1200,"When Tribute Summoning an EARTH monster, you can treat this 1 monster as 2 Tributes.",3.2,
DM1849,The Unfriendly Amazon,Monster (Effect),2000,1000,Tribute 1 of your monsters on the field (excluding this monster) during each of your Standby Phases.,4.5,
DM1850,The Unhappy Girl,Monster (Effect),400,300,"While this card is in face-up Attack Position on the field, this card is not destroyed as a result o",1.3,
DM1851,The Unhappy Maiden,Monster (Effect),0,100,"When this card is sent to the Graveyard as a result of battle, the Battle Phase for that turn ends i",1.3,
DM1852,The Wandering Doomed,Monster (Normal),800,600,''A monster that wanders the edges of the netherworld.'',1.5,
DM1853,The Warrior Returning Alive,Spell,,,Target 1 Warrior-Type monster in your Graveyard; add that target to your hand.,2.3,
DM1854,The Wicked Dreadroot,Monster (Effect),4000,4000,This card cannot be Special Summoned. This card cannot be Normal Summoned or Set except by Tributing,5.1,
DM1855,The Wicked Worm Beast,Monster (Effect),1400,700,This face-up card on the field is returned to the owner's hand during the End Phase of your turn.,2.5,
DM1856,Theban Nightmare,Monster (Effect),1500,500,Gains 1500 ATK while you have no cards in your hand nor in your Spell & Trap Zones.,2.5,
DM1857,Theinen the Great Sphinx,Monster (Effect),3500,3000,This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by paying 50,5.1,
DM1858,Thestalos the Firestorm Monarch,Monster (Effect),2400,1000,"If this card is Tribute Summoned: Discard 1 random card from your opponent's hand, then, if it was a",4.3,
DM1859,Thousand Dragon,Monster (Fusion),2400,2000,"""Time Wizard"" + ""Baby Dragon""",4.1,
DM1860,Thousand Energy,Spell,,,Increase the original ATK and DEF of all face-up Level 2 Normal Monsters (except Tokens) on your sid,3.5,
DM1861,Thousand Knives,Spell,,,"If you control ""Dark Magician"": Target 1 monster your opponent controls; destroy that target.",3.5,
DM1862,Thousand Needles,Monster (Effect),1000,1800,When this Defense Position card is attacked and if the DEF of this card is higher than the ATK of th,3.3,
DM1863,Thousand-Eyes Idol,Monster (Normal),0,0,"A wicked entity that controls the hearts of men, its thousand eyes are able to see and expand the ne",1.1,
DM1864,Thousand-Eyes Restrict,Monster (Fusion),0,0,"""Relinquished"" + ""Thousand-Eyes Idol""  Other monsters on the field cannot change their battle positi",5.1,
DM1865,Threatening Roar,Trap,,,Your opponent cannot declare an attack this turn.,2.3,
DM1866,Three-Headed Geedo,Monster (Normal),1200,1400,A three-headed nocturnal monster that is absolutely ruthless when fighting.,2.3,
DM1867,Three-Legged Zombies,Monster (Normal),1100,800,"A pair of friendly skeletons, lean and fat, that travel with extreme difficulty.",1.5,
DM1868,Throwstone Unit,Monster (Effect),900,2000,Tribute 1 Warrior-Type monster on your side of the field to destroy 1 face-up monster on the field w,3.5,
DM1869,Thunder Crash,Spell,,,"Destroy all monsters you control, and if you do, inflict 300 damage to your opponent for each monste",3.5,
DM1870,Thunder Dragon,Monster (Effect),1600,1500,"You can discard this card; add up to 2 ""Thunder Dragon"" from your Deck to your hand.",2.2,
DM1871,Thunder Kid,Monster (Normal),700,600,"This monster stores electricity within his body, and can unleash it with catastrophic power.",1.3,
DM1872,Thunder Nyan Nyan,Monster (Effect),1900,800,"If there is a non-LIGHT monster on your side of the field, destroy this face-up card.",4.5,
DM1873,Thunder of Ruler,Trap,,,During your opponent's Standby Phase: You can activate this card; there is no Battle Phase this turn,2.3,
DM1874,Tiger Axe,Monster (Normal),1300,1100,A fast and powerful axe-wielding beast-warrior.,2.1,
DM1875,Time Machine,Trap,,,When a monster is destroyed by battle and sent to the GY: Special Summon that monster to the same fi,3.5,
DM1876,Time Seal,Trap,,,Skip the Draw Phase of your opponent's next turn.,2.3,
DM1877,Time Wizard,Monster (Effect),500,400,"Once per turn: You can toss a coin and call it. If you call it right, destroy all monsters your oppo",1.5,
DM1878,Timeater,Monster (Effect),1900,1700,If this card destroys an opponent's monster by battle: Your opponent skips their next Main Phase 1.,2.5,
DM1879,Timidity,Spell,,,Neither player can destroy Set Spell and Trap Cards on the field until your opponent's next End Phas,2.3,
DM1880,Toad Master,Monster (Normal),1000,1000,"''A hermit frog that has been in existence for thousands of years, it attacks with tadpoles.''",1.5,
DM1881,Togex,Monster (Normal),1600,1800,''An agile monster that rolls up to ram its opponents.'',2.1,
DM1882,Token Feastevil,Trap,,,"When a Token(s) is Special Summoned: Destroy as many Tokens on the field as possible, and if you do,",3.5,
DM1883,Token Thanksgiving,Spell,,,Destroy all tokens on the field. Increase your Life Points by the number of tokens destroyed x 800 p,3.5,
DM1884,Toll,Spell,,,Each player must pay 500 Life Points to declare an attack.,2.3,
DM1885,Tomozaurus,Monster (Normal),500,400,"Small but vicious, this monster even attacks its own kind.",1.3,
DM1886,Tongyo,Monster (Normal),1350,800,This monster captures other fish with its long tongue and sucks the energy out of them.,2.1,
DM1887,Toon Alligator,Monster (Normal),800,1600,An alligator monster straight from the cartoons.,2.5,
DM1888,Toon Cannon Soldier,Monster (Effect),1400,1300,"This card cannot attack the turn it is Summoned. If ""Toon World"" on the field is destroyed, destroy ",2.5,
DM1889,Toon Dark Magician Girl,Monster (Effect),2000,1700,Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by Tributing 1 monste,3.5,
DM1890,Toon Defense,Trap,,,When an opponent's monster declares an attack targeting a face-up Level 4 or lower Toon Monster you ,3.5,
DM1891,Toon Gemini Elf,Monster (Effect),1900,900,"Cannot attack the turn it is Summoned. If ""Toon World"" on the field is destroyed, destroy this card.",4.5,
DM1892,Toon Goblin Attack Force,Monster (Effect),2300,0,"This card cannot attack the turn it is Summoned. If ""Toon World"" on the field is destroyed, destroy ",5.1,
DM1893,Toon Masked Sorcerer,Monster (Effect),900,1400,"Cannot attack the turn it is Summoned. If ""Toon World"" on the field is destroyed, destroy this card.",2.5,
DM1894,Toon Mermaid,Monster (Effect),1400,1500,"Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand), while you control ""T",2.5,
DM1895,Toon Summoned Skull,Monster (Effect),2500,1200,"(This card is always treated as an ""Archfiend"" card.) Cannot be Normal Summoned/Set. Must first be S",4.3,
DM1896,Toon Table of Contents,Spell,,,"Add 1 ""Toon"" card from your Deck to your hand.",2.3,
DM1897,Toon World,Spell,,,Activate this card by paying 1000 LP.,2.3,
DM1898,Torike,Monster (Normal),1200,600,"''Although a poor defender, this monster's sharp horn gives it an edge when attacking.''",2.1,
DM1899,Tornado Bird,Monster (Effect),1100,1000,FLIP: Return 2 Spell or Trap Cards on the field to their owners' hands.,2.2,
DM1900,Tornado Wall,Trap,,,"Activate only while ""Umi"" is on the field. While ""Umi"" is face-up on the field, you take no Battle D",2.3,
DM1901,Torpedo Fish,Monster (Effect),1000,1000,"While ""Umi"" is face-up on the field, this card is unaffected by any Spell Cards.",2.2,
DM1902,Torrential Tribute,Trap,,,When a monster(s) is Summoned: Destroy all monsters on the field.,4.5,
DM1903,Total Defense Shogun,Monster (Effect),1550,2500,This card is changed to Defense Position when it is Normal Summoned or Flip Summoned successfully. T,4.3,
DM1904,Tower of Babel,Trap,,,"Each time a Spell Card is activated, place 1 Spell Counter on this card when that Spell Card resolve",2.3,
DM1905,Tragedy,Trap,,,When a face-up Attack Position monster(s) your opponent controls is changed to face-up Defense Posit,3.5,
DM1906,Trakodon,Monster (Normal),1300,800,A tiger-striped dragon that is often seen racing across the wasteland at tremendous speeds.,2.1,
DM1907,Trap Dustshoot,Trap,,,"Activate only if your opponent has 4 or more cards in their hand. Look at your opponent's hand, sele",2.3,
DM1908,Trap Hole,Trap,,,When your opponent Normal or Flip Summons 1 monster with 1000 or more ATK: Target that monster; dest,3.1,
DM1909,Trap Jammer,Trap,,,"When your opponent activates a Trap Card during the Battle Phase: Negate the activation, and if you ",3.5,
DM1910,Trap Master,Monster (Effect),500,1100,"FLIP: Select 1 Trap Card on the field and destroy it. If the selected card is Set, pick up and see t",2.2,
DM1911,Trap of Board Eraser,Trap,,,You can only activate this card when an effect that inflicts damage to your Life Points is activated,3.5,
DM1912,Trap of Darkness,Trap,,,"If your LP is 3000 or less: Pay 1000 LP, then target 1 Normal Trap in your GY, except ""Trap of Darkn",2.3,
DM1913,Tremendous Fire,Spell,,,Inflict 1000 points of damage to your opponent's Life Points and 500 points of damage to your Life P,1.4,
DM1914,Trent,Monster (Normal),1500,1800,"A guardian of the woods, this massive tree is believed to be immortal.",2.1,
DM1915,Tri-Horned Dragon,Monster (Normal),2850,2350,An unworthy dragon with three sharp horns sprouting from its head.,4.3,
DM1916,Trial of Nightmare,Monster (Normal),1300,900,This fiend passes judgment on enemies that are locked in coffins.,2.1,
DM1917,Triangle Ecstasy Spark,Spell,,,"Until the end of this turn, the ATK of all ""Harpie Lady Sisters"" currently on the field becomes 2700",3.5,
DM1918,Triangle Power,Spell,,,Increase the original ATK and DEF of all face-up Level 1 Normal Monsters (except Tokens) on your sid,3.5,
DM1919,Tribe-Infecting Virus,Monster (Effect),1600,1000,Discard 1 card from your hand and declare 1 Type of monster. Destroy all face-up monsters of the dec,4.5,
DM1920,Tribute Doll,Spell,,,Tribute 1 monster; Special Summon 1 Level 7 monster from your hand that can be Normal Summoned/Set. ,3.5,
DM1921,Tribute to the Doomed,Spell,,,"Discard 1 card, then target 1 monster on the field; destroy it.",2.3,
DM1922,Tricky Spell 4,Spell,,,"Send 1 face-up ""The Tricky"" you control to the Graveyard; Special Summon ""Tricky Tokens"" (Spellcaste",3.5,
DM1923,Tripwire Beast,Monster (Normal),1200,1300,This creature attacks with electromagnetic waves.,2.1,
DM1924,Troop Dragon,Monster (Effect),700,800,"If this card is destroyed by battle and sent to the GY: Special Summon 1 ""Troop Dragon"" from your De",2.2,
DM1925,Tsukuyomi,Monster (Effect),1100,1400,Cannot be Special Summoned. If this card is Normal Summoned or flipped face-up: Target 1 face-up mon,2.5,
DM1926,Turtle Bird,Monster (Normal),1900,1700,"An unusual turtle that not only swims at tremendous speeds, but can also sail across the skies.",2.3,
DM1927,Turtle Oath,Spell,,,"This card is used to Ritual Summon ""Crab Turtle"". You must also offer monsters whose total Level Sta",2.3,
DM1928,Turtle Raccoon,Monster (Normal),700,900,"''A cunning raccoon protected by a solid turtle shell, it attacks with deception.''",1.5,
DM1929,Turtle Tiger,Monster (Normal),1000,1500,A tiger encased in a protective shell that attacks with razor-sharp fangs.,2.3,
DM1930,Turu-Purun,Monster (Normal),450,500,"A strange, one-eyed monster that can fell an enemy with a single stab of its spear.",1.3,
DM1931,Tutan Mask,Trap,,,When a Spell/Trap Card is activated that targets exactly 1 Zombie monster on the field (and no other,3.5,
