Nº	NOME	TIPO	ATRIBUTO	RAÇA/PROPRIEDADE	LV	ATK	DEF	ID	DESC
1842	The Agent of Judgment - Saturn	Monster (Effect)	LIGHT	Fairy	6	2400	0	91345518	While your Life Points are higher than your opponent's, you can Tribute this card to inflict damage to your opponent equal to the difference. If you do not control a face-up "The Sanctuary in the Sky", this effect is not applied. You cannot conduct your Battle Phase the turn you activate this effect.
1843	The Agent of Wisdom - Mercury	Monster (Effect)	LIGHT	Fairy	4	0	1700	38730226	During your Standby Phase, if you controlled this face-up card and had no cards in your hand at the end of the opponent's last End Phase: Draw 1 card.
1844	The All-Seeing White Tiger	Monster (Normal)	WIND	Beast	3	1300	500	32269855	A proud ruler of the jungle that some fear and others respect.
1845	The Bewitching Phantom Thief	Monster (Normal)	DARK	Spellcaster	2	700	700	24348204	''An elegant thief with a black cloak that charms its enemies.''
1846	The Big March of Animals	Spell Card		Quick-Play				1689516	Until the end of this turn, all face-up Beast-Type monsters on your side of the field gain 200 ATK for each Beast-Type monster on your side of the field.
1847	The Bistro Butcher	Monster (Effect)	DARK	Fiend	4	1800	1000	71107816	When this card inflicts Battle Damage to your opponent, your opponent draws 2 cards.
1848	The Cheerful Coffin	Spell Card		Normal				41142615	Discard up to 3 Monster Cards from your hand to the Graveyard.
1849	The Creator Incarnate	Monster (Effect)	LIGHT	Warrior	4	1600	1500	97093037	You can Tribute this card; Special Summon 1 "The Creator" from your hand.
1850	The Dark - Hex-Sealed Fusion	Monster (Effect)	DARK	Rock	3	1000	1600	52101615	You can substitute this card for any 1 Fusion Material Monster, but the other Fusion Material Monster(s) must be correct. You can Tribute Fusion Material Monsters on the field, including this face-up card; Special Summon 1 corresponding DARK Fusion Monster from your Extra Deck.
1851	The Dark Door	Spell Card		Continuous				30606547	Only 1 monster can attack during each Battle Phase.
1852	The Dragon Dwelling in the Cave	Monster (Normal)	WIND	Dragon	4	1300	2000	93346024	A huge dragon dwelling in a cave. It is horrible when it gets angry, although it is usually quiet. It is said to preserve certain treasures.
1853	The Dragon's Bead	Trap Card		Continuous				92408984	Discard 1 card from your hand. Negate the effect of a Trap Card that targets 1 face-up Dragon-Type monster and destroy the Trap Card.
1854	The Drdek	Monster (Normal)	DARK	Fiend	3	700	800	8944575	''A bipedal eyeball that seldom misses an enemy with its lethal talons.''
1855	The Earl of Demise	Monster (Normal)	DARK	Fiend	5	2000	700	66989694	This gentlemanly creature is extremely wicked, feared by man and fiend alike.
1856	The Earth - Hex-Sealed Fusion	Monster (Effect)	EARTH	Rock	3	1000	1600	88696724	You can substitute this card for any 1 Fusion Material Monster, but the other Fusion Material Monster(s) must be correct. You can Tribute Fusion Material Monsters on the field, including this face-up card; Special Summon 1 corresponding EARTH Fusion Monster from your Extra Deck.
1857	The Emperor's Holiday	Trap Card		Continuous				68400115	Negate all Equip Card effects on the field.
1858	The End of Anubis	Monster (Effect)	DARK	Fiend	6	2500	0	65403020	While this card is face-up on the field, all effects of Spell, Trap, and Monster Cards that target a card(s) in the Graveyard or that activate in the Graveyard are negated.
1859	The Eye of Truth	Trap Card		Continuous				34694160	Your opponent must keep their hand revealed. Once per turn, during your opponent's Standby Phase, if they have a Spell(s) in their hand: They gain 1000 LP if they have a Spell(s) in their hand at resolution.
1860	The Fiend Megacyber	Monster (Effect)	DARK	Warrior	6	2200	1200	66362965	If your opponent controls at least 2 more monsters than you do, you can Special Summon this card (from your hand).
1861	The First Sarcophagus	Trap Card		Continuous				31076103	During each of your opponent's End Phases, place 1 card face-up on your side of the field from your hand or Deck in this order: "The Second Sarcophagus", "The Third Sarcophagus". If 1 Sarcophagus card is removed from your side of the field, all of them on your side of the field are sent to the Graveyard. When you have all 3 Sarcophagus cards on your side of the field, send all Sarcophagus cards on your side of the field to the Graveyard to Special Summon 1 "Spirit of the Pharaoh" from your hand or Deck.
1862	The Flute of Summoning Dragon	Spell Card		Normal				43973174	Special Summon up to 2 Dragon monsters from your hand. "Lord of D." must be on the field to activate and to resolve this effect.
1863	The Forceful Sentry	Spell Card		Normal				42829885	Look at your opponent's hand. Select 1 card among them and return it to his/her Deck. The Deck is then shuffled.
1864	The Forgiving Maiden	Monster (Effect)	LIGHT	Fairy	4	850	2000	84080939	Tribute this face-up card to return to your hand 1 of your monsters destroyed as a result of battle during this turn.
1865	The Furious Sea King	Monster (Normal)	WATER	Aqua	3	800	700	18710707	Grand King of the Seven Seas, he's able to summon massive tidal waves to drown the enemy.
1866	The Graveyard in the Fourth Dimension	Spell Card		Normal				88089103	Add 2 "LV" monsters from your Graveyard to your Deck and shuffle it.
1867	The Gross Ghost of Fled Dreams	Monster (Normal)	DARK	Fiend	4	1300	1800	68049471	This monster feeds on the dreams of an unwary sleeper, dragging the victim into eternal slumber.
1868	The Hunter with 7 Weapons	Monster (Effect)	EARTH	Warrior	3	1000	600	1525329	When this card is Normal Summoned, declare 1 Type of monster. When battling that Type of monster, increase the ATK of this card by 1000 points during Damage Calculation.
1869	The Illusory Gentleman	Monster (Normal)	DARK	Spellcaster	4	1500	1600	83764996	Wearing odd fashions, this gentleman is very fickle. He sometimes saves people and at other times commits crimes.
1870	The Immortal of Thunder	Monster (Effect)	LIGHT	Thunder	4	1500	1300	84926738	FLIP: Increase your Life Points by 3000 points. When this card is sent from the field to the Graveyard, you lose 5000 Life Points.
1871	The Inexperienced Spy	Spell Card		Normal				81820689	Select and see 1 card in your opponent's hand.
1872	The Judgement Hand	Monster (Normal)	EARTH	Warrior	3	1400	700	28003512	An all-powerful hand that delivers ruthless attacks.
1873	The Kick Man	Monster (Effect)	DARK	Zombie	3	1300	300	90407382	When this card is Special Summoned, you can equip 1 appropriate Equip Spell Card from your Graveyard to this card.
1874	The Last Warrior from Another Planet	Monster (Fusion)	EARTH	Warrior	7	2350	2300	86099788	"Zombyra the Dark" + "Maryokutai" If this card is Special Summoned: Destroy all other monsters you control. Neither player can Summon monsters.
1875	The Law of the Normal	Spell Card		Normal				66926224	You can only activate this card while there are 5 face-up Level 2 or lower Normal Monsters on your side of the field. Both players discard all cards in their hands, and destroy all cards on the field except Level 2 or lower Normal Monsters.
1876	The Legendary Fisherman	Monster (Effect)	WATER	Warrior	5	1850	1600	3643300	While "Umi" is on the field, this card is unaffected by Spell effects and cannot be targeted for attacks, but does not prevent your opponent from attacking you directly.
1877	The Light - Hex-Sealed Fusion	Monster (Effect)	LIGHT	Rock	3	1000	1600	15717011	You can substitute this card for any 1 Fusion Material Monster, but the other Fusion Material Monster(s) must be correct. You can Tribute Fusion Material Monsters on the field, including this face-up card; Special Summon 1 corresponding LIGHT Fusion Monster from your Extra Deck.
1878	The Little Swordsman of Aile	Monster (Effect)	WATER	Warrior	3	800	1300	25109950	Offer 1 monster on your side of the field as a Tribute to increase this monster's ATK by 700 points until the end of the turn.
1879	The Mask of Remnants	Spell Card		Normal				22610082	Shuffle this card into its owner's Deck, OR if this card was put into play by the effect of "Masked Beast Des Gardius", this card is treated as an Equip Card. Control of the equipped monster is switched.
1880	The Masked Beast	Monster (Ritual)	DARK	Fiend	8	3200	1800	49064413	You can Ritual Summon this card with "Curse of the Masked Beast".
1881	The Melting Red Shadow	Monster (Normal)	WATER	Aqua	2	500	700	98898173	''This monster melts away to materialize under its enemies, taking them by surprise.''
1882	The Portrait's Secret	Monster (Normal)	EARTH	Fiend	4	1200	1500	32541773	A portrait cursed by the artist, it is said to bring ill fortune to anyone who owns it.
1883	The Puppet Magic of Dark Ruler	Spell Card		Normal				40703393	Select 1 Fiend-Type monster from your Graveyard. Remove from play monsters on your side of the field whose total Levels exactly equal the Level of the selected Fiend-Type monster. Then Special Summon the selected monster from your Graveyard.
1884	The Regulation of Tribe	Trap Card		Continuous				296499	Declare 1 Type of monster. Monsters of the declared Type cannot attack. Tribute 1 monster from your side of the field during each of your Standby Phases. If you do not, this card is destroyed.
1885	The Reliable Guardian	Spell Card		Quick-Play				16430187	Increase 1 face-up monster's DEF by 700 points until the end of this turn.
1886	The Rock Spirit	Monster (Effect)	EARTH	Rock	4	1700	1000	76305638	This card cannot be Normal Summoned or Set. This card can only be Special Summoned by removing from play 1 EARTH monster in your Graveyard. Increase the ATK of this monster by 300 points during your opponent's Battle Phase.
1887	The Sanctuary in the Sky	Spell Card		Field				56433456	Battle damage to the controller of a Fairy monster from a battle involving that monster becomes 0.
1888	The Second Sarcophagus	Spell Card		Continuous				4081094	This card can only be placed on the field by the effect of "The First Sarcophagus".
1889	The Secret of the Bandit	Spell Card		Normal				99351431	This card can only be activated during Main Phase 1. Select 1 face-up monster on the field. Each time the selected monster inflicts Battle Damage to your opponent's Life Points this turn, your opponent discards 1 random card.
1890	The Selection	Trap Card		Counter				30888983	Pay 1000 Life Points. Negate the Summon of a monster that has the same Type as a monster on the field, and destroy it.
1891	The Shadow Who Controls the Dark	Monster (Normal)	DARK	Fiend	3	800	700	63125616	A shadow that dwells in the dark, paralyzing its opponents and rendering them harmless.
1892	The Shallow Grave	Spell Card		Normal				43434803	Each player targets 1 monster in their own GY; each player Special Summons the target from their GY in face-down Defense Position.
1893	The Snake Hair	Monster (Normal)	DARK	Zombie	4	1500	1200	29491031	A monster with a head of poison snakes. One look from this monster can turn an opponent to stone.
1894	The Spell Absorbing Life	Trap Card		Normal				99517131	Flip all face-down Defense Position Monster Cards on the field face-up. Flip Effects are not activated at this time. Increase your Life Points by 400 points for each Effect Monster Card on the field.
1895	The Statue of Easter Island	Monster (Normal)	EARTH	Rock	4	1100	1400	10262698	A stone monument from Easter Island that launches laser blasts from its rock-hewn lips.
1896	The Stern Mystic	Monster (Effect)	LIGHT	Spellcaster	4	1500	1200	87557188	FLIP: Reveal all face-down cards on the field (Flip Effects are not activated), then return them to their original positions.
1897	The Thing That Hides in the Mud	Monster (Normal)	EARTH	Rock	4	1200	1300	18180762	''This monster melts its way underground to attack enemies from below.''
1898	The Thing in the Crater	Monster (Effect)	FIRE	Pyro	4	1000	1200	78243409	When this card is destroyed and sent from the field to the Graveyard, you can Special Summon 1 Pyro-Type Monster from your hand.
1899	The Third Sarcophagus	Spell Card		Continuous				78697395	This card can only be placed on the field by the effect of "The First Sarcophagus".
1900	The Tricky	Monster (Effect)	WIND	Spellcaster	5	2000	1200	14778250	You can Special Summon this card (from your hand) by discarding 1 card.
1901	The Trojan Horse	Monster (Effect)	EARTH	Beast	4	1600	1200	38479725	When Tribute Summoning an EARTH monster, you can treat this 1 monster as 2 Tributes.
1902	The Unfriendly Amazon	Monster (Effect)	EARTH	Warrior	4	2000	1000	65475294	Tribute 1 of your monsters on the field (excluding this monster) during each of your Standby Phases. If you do not, this card is destroyed.
1903	The Unhappy Girl	Monster (Effect)	LIGHT	Spellcaster	2	400	300	27618634	While this card is in face-up Attack Position on the field, this card is not destroyed as a result of battle. (Damage calculation is applied normally.) A monster that battled with this card cannot change its battle position, except with a card effect, or attack while this card is in face-up Attack Position on the field.
1904	The Unhappy Maiden	Monster (Effect)	LIGHT	Spellcaster	1	0	100	51275027	When this card is sent to the Graveyard as a result of battle, the Battle Phase for that turn ends immediately.
1905	The Wandering Doomed	Monster (Normal)	DARK	Zombie	2	800	600	93788854	''A monster that wanders the edges of the netherworld.''
1906	The Warrior Returning Alive	Spell Card		Normal				95281259	Target 1 Warrior-Type monster in your Graveyard; add that target to your hand.
1907	The Wicked Dreadroot	Monster (Effect)	DARK	Fiend	10	4000	4000	62180201	This card cannot be Special Summoned. This card cannot be Normal Summoned or Set except by Tributing 3 monsters. Halve the ATK and DEF of all monsters on the field, except this card.
1908	The Wicked Worm Beast	Monster (Effect)	EARTH	Beast	3	1400	700	6285791	This face-up card on the field is returned to the owner's hand during the End Phase of your turn.
1909	Theban Nightmare	Monster (Effect)	LIGHT	Fiend	4	1500	500	51838385	Gains 1500 ATK while you have no cards in your hand nor in your Spell & Trap Zones.
1910	Theinen the Great Sphinx	Monster (Effect)	LIGHT	Beast	10	3500	3000	87997872	This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by paying 500 Life Points when both "Andro Sphinx" and "Sphinx Teleia" on your side of the field are destroyed at the same time; then you can Special Summon this monster from your hand or Deck. When this card is Special Summoned, by paying 500 Life Points, increase the ATK of this card by 3000 points until the end of the End Phase.
1911	Thestalos the Firestorm Monarch	Monster (Effect)	FIRE	Pyro	6	2400	1000	26205777	If this card is Tribute Summoned: Discard 1 random card from your opponent's hand, then, if it was a Monster Card, inflict damage to your opponent equal to its original Level x 100.
1912	Thousand Dragon	Monster (Fusion)	WIND	Dragon	7	2400	2000	41462083	"Time Wizard" + "Baby Dragon"
1913	Thousand Energy	Spell Card		Normal				5703682	Increase the original ATK and DEF of all face-up Level 2 Normal Monsters (except Tokens) on your side of the field by 1000 points until the End Phase. Destroy all Level 2 Normal Monsters on your side of the field during the End Phase.
1914	Thousand Knives	Spell Card		Normal				63391643	If you control "Dark Magician": Target 1 monster your opponent controls; destroy that target.
1915	Thousand Needles	Monster (Effect)	EARTH	Beast	4	1000	1800	33977496	When this Defense Position card is attacked and if the DEF of this card is higher than the ATK of the attacking monster, destroy the attacking monster at the end of the Damage Step.
1916	Thousand-Eyes Idol	Monster (Normal)	DARK	Spellcaster	1	0	0	27125110	A wicked entity that controls the hearts of men, its thousand eyes are able to see and expand the negative influences in an individual's soul.
1917	Thousand-Eyes Restrict	Monster (Fusion)	DARK	Spellcaster	1	0	0	63519819	"Relinquished" + "Thousand-Eyes Idol"  Other monsters on the field cannot change their battle positions or attack. Once per turn: You can target 1 monster your opponent controls; equip that target to this card (max. 1). This card's ATK/DEF become equal to that equipped monster's. If this card would be destroyed by battle, destroy that equipped monster instead.
1918	Threatening Roar	Trap Card		Normal				36361633	Your opponent cannot declare an attack this turn.
1919	Three-Headed Geedo	Monster (Normal)	DARK	Fiend	4	1200	1400	78423643	A three-headed nocturnal monster that is absolutely ruthless when fighting.
1920	Three-Legged Zombies	Monster (Normal)	DARK	Zombie	3	1100	800	33734439	A pair of friendly skeletons, lean and fat, that travel with extreme difficulty.
1921	Throwstone Unit	Monster (Effect)	EARTH	Warrior	4	900	2000	76075810	Tribute 1 Warrior-Type monster on your side of the field to destroy 1 face-up monster on the field whose DEF is equal to or less than the ATK of this card.
1922	Thunder Crash	Spell Card		Normal				69196160	Destroy all monsters you control, and if you do, inflict 300 damage to your opponent for each monster destroyed.
1923	Thunder Dragon	Monster (Effect)	LIGHT	Thunder	5	1600	1500	31786629	You can discard this card; add up to 2 "Thunder Dragon" from your Deck to your hand.
1924	Thunder Kid	Monster (Normal)	WIND	Thunder	2	700	600	15510988	This monster stores electricity within his body, and can unleash it with catastrophic power.
1925	Thunder Nyan Nyan	Monster (Effect)	LIGHT	Thunder	4	1900	800	70797118	If there is a non-LIGHT monster on your side of the field, destroy this face-up card.
1926	Thunder of Ruler	Trap Card		Normal				91781589	During your opponent's Standby Phase: You can activate this card; there is no Battle Phase this turn.
1927	Tiger Axe	Monster (Normal)	EARTH	Beast-Warrior	4	1300	1100	49791927	A fast and powerful axe-wielding beast-warrior.
1928	Time Machine	Trap Card		Normal				80987696	When a monster is destroyed by battle and sent to the GY: Special Summon that monster to the same field it was on, in the same battle position it was in when destroyed.
1929	Time Seal	Trap Card		Normal				35316708	Skip the Draw Phase of your opponent's next turn.
1930	Time Wizard	Monster (Effect)	LIGHT	Spellcaster	2	500	400	71625222	Once per turn: You can toss a coin and call it. If you call it right, destroy all monsters your opponent controls. If you call it wrong, destroy as many monsters you control as possible, and if you do, take damage equal to half the total ATK those destroyed monsters had while face-up on the field.
1931	Timeater	Monster (Effect)	DARK	Machine	6	1900	1700	44913552	If this card destroys an opponent's monster by battle: Your opponent skips their next Main Phase 1.
1932	Timidity	Spell Card		Normal				40350910	Neither player can destroy Set Spell and Trap Cards on the field until your opponent's next End Phase.
1933	Toad Master	Monster (Normal)	WATER	Aqua	3	1000	1000	62671448	''A hermit frog that has been in existence for thousands of years, it attacks with tadpoles.''
1934	Togex	Monster (Normal)	EARTH	Beast	5	1600	1800	33878931	''An agile monster that rolls up to ram its opponents.''
1935	Token Feastevil	Trap Card		Normal				83675475	When a Token(s) is Special Summoned: Destroy as many Tokens on the field as possible, and if you do, inflict 300 damage to your opponent for each Token destroyed.
1936	Token Thanksgiving	Spell Card		Normal				57182235	Destroy all tokens on the field. Increase your Life Points by the number of tokens destroyed x 800 points.
1937	Toll	Spell Card		Continuous				82003859	Each player must pay 500 Life Points to declare an attack.
1938	Tomozaurus	Monster (Normal)	EARTH	Dinosaur	2	500	400	46457856	Small but vicious, this monster even attacks its own kind.
1939	Tongyo	Monster (Normal)	WATER	Fish	4	1350	800	69572024	This monster captures other fish with its long tongue and sucks the energy out of them.
1940	Toon Alligator	Monster (Normal)	WATER	Reptile	4	800	1600	59383041	An alligator monster straight from the cartoons.
1941	Toon Cannon Soldier	Monster (Effect)	DARK	Machine	4	1400	1300	79875176	This card cannot attack the turn it is Summoned. If "Toon World" on the field is destroyed, destroy this card. While you control "Toon World" and your opponent controls no Toon Monsters, this card can attack your opponent directly. You can Tribute 1 monster; inflict 500 damage to your opponent.
1942	Toon Dark Magician Girl	Monster (Effect)	DARK	Spellcaster	6	2000	1700	90960358	Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by Tributing 1 monster, while you control "Toon World". If "Toon World" on the field is destroyed, destroy this card. Can attack your opponent directly, unless they control a Toon monster, in which case this card must target a Toon monster for its attacks. Gains 300 ATK for every "Dark Magician" or "Magician of Black Chaos" in either player's GY.
1943	Toon Defense	Trap Card		Continuous				43509019	When an opponent's monster declares an attack targeting a face-up Level 4 or lower Toon Monster you control: You can make the attack a direct attack instead.
1944	Toon Gemini Elf	Monster (Effect)	EARTH	Spellcaster	4	1900	900	42386471	Cannot attack the turn it is Summoned. If "Toon World" on the field is destroyed, destroy this card. While you control "Toon World" and your opponent controls no Toon monsters, this card can attack your opponent directly. If this card inflicts battle damage to your opponent: Discard 1 random card from your opponent's hand.
1945	Toon Goblin Attack Force	Monster (Effect)	EARTH	Warrior	4	2300	0	15270885	This card cannot attack the turn it is Summoned. If "Toon World" on the field is destroyed, destroy this card. While you control "Toon World" and your opponent controls no Toon Monsters, this card can attack your opponent directly. If this card attacks, it is changed to Defense Position at the end of the Battle Phase, and its battle position cannot be changed until the End Phase of your next turn.
1946	Toon Masked Sorcerer	Monster (Effect)	DARK	Spellcaster	4	900	1400	16392422	Cannot attack the turn it is Summoned. If "Toon World" on the field is destroyed, destroy this card. While you control "Toon World" and your opponent controls no Toon monsters, this card can attack your opponent directly. If this card inflicts battle damage to your opponent: Draw 1 card.
1947	Toon Mermaid	Monster (Effect)	WATER	Aqua	4	1400	1500	65458948	Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand), while you control "Toon World". Cannot attack the turn it is Special Summoned. You must pay 500 LP to declare an attack with this monster. If "Toon World" on the field is destroyed, destroy this card. Can attack your opponent directly, unless they control a Toon monster, in which case this card must target a Toon monster for its attacks.
1948	Toon Summoned Skull	Monster (Effect)	DARK	Fiend	6	2500	1200	91842653	(This card is always treated as an "Archfiend" card.) Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by Tributing 1 monster, while you control "Toon World". Cannot attack the turn it is Special Summoned. You must pay 500 LP to declare an attack with this monster. If "Toon World" on the field is destroyed, destroy this card. Can attack your opponent directly, unless they control a Toon monster, in which case this card must target a Toon monster for its attacks.
1949	Toon Table of Contents	Spell Card		Normal				89997728	Add 1 "Toon" card from your Deck to your hand.
1950	Toon World	Spell Card		Continuous				15259703	Activate this card by paying 1000 LP.
1951	Torike	Monster (Normal)	EARTH	Beast	3	1200	600	80813021	''Although a poor defender, this monster's sharp horn gives it an edge when attacking.''
1952	Tornado Bird	Monster (Effect)	WIND	Winged Beast	4	1100	1000	71283180	FLIP: Return 2 Spell or Trap Cards on the field to their owners' hands.
1953	Tornado Wall	Trap Card		Continuous				18605135	Activate only while "Umi" is on the field. While "Umi" is face-up on the field, you take no Battle Damage from attacking monsters. Destroy this card when "Umi" leaves the field.
1954	Torpedo Fish	Monster (Effect)	WATER	Fish	3	1000	1000	90337190	While "Umi" is face-up on the field, this card is unaffected by any Spell Cards.
1955	Torrential Tribute	Trap Card		Normal				53582587	When a monster(s) is Summoned: Destroy all monsters on the field.
1956	Total Defense Shogun	Monster (Effect)	DARK	Warrior	6	1550	2500	75372290	This card is changed to Defense Position when it is Normal Summoned or Flip Summoned successfully. This card can attack while it is in Defense Position. If this card attacks while in Defense Position, apply the ATK of this card for damage calculation.
1957	Tower of Babel	Trap Card		Continuous				94256039	Each time a Spell Card is activated, place 1 Spell Counter on this card when that Spell Card resolves. If the 4th Spell Counter is placed on this card: Destroy this card, and if you do, the player who activated the Spell Card at that time takes 3000 damage.
1958	Tragedy	Trap Card		Normal				35686188	When a face-up Attack Position monster(s) your opponent controls is changed to face-up Defense Position: Destroy all Defense Position monsters your opponent controls.
1959	Trakodon	Monster (Normal)	EARTH	Dinosaur	3	1300	800	42348802	A tiger-striped dragon that is often seen racing across the wasteland at tremendous speeds.
1960	Transcendent Wings	Spell Card		Quick-Play				25573054	Send 1 face-up or face-down "Winged Kuriboh" you control and 2 cards from your hand to the GY; Special Summon 1 "Winged Kuriboh LV10" from your hand or Deck.
1961	Trap Dustshoot	Trap Card		Normal				64697231	Activate only if your opponent has 4 or more cards in their hand. Look at your opponent's hand, select 1 Monster Card in it, and return that card to its owner's Deck.
1962	Trap Hole	Trap Card		Normal				4206964	When your opponent Normal or Flip Summons 1 monster with 1000 or more ATK: Target that monster; destroy that target.
1963	Trap Jammer	Trap Card		Counter				19252988	When your opponent activates a Trap Card during the Battle Phase: Negate the activation, and if you do, destroy it.
1964	Trap Master	Monster (Effect)	EARTH	Warrior	3	500	1100	46461247	FLIP: Select 1 Trap Card on the field and destroy it. If the selected card is Set, pick up and see the card. If it is a Trap Card, it is destroyed. If it is a Spell Card, return it to its original position.
1965	Trap of Board Eraser	Trap Card		Counter				3055837	You can only activate this card when an effect that inflicts damage to your Life Points is activated (except Battle Damage). Negate the Effect Damage you receive and your opponent then selects 1 card from his/her hand and discards it.
1966	Trap of Darkness	Trap Card		Normal				79766336	If your LP is 3000 or less: Pay 1000 LP, then target 1 Normal Trap in your GY, except "Trap of Darkness"; this card's effect becomes that target's activated effect, then banish that target.
1967	Tremendous Fire	Spell Card		Normal				46918794	Inflict 1000 points of damage to your opponent's Life Points and 500 points of damage to your Life Points.
1968	Trent	Monster (Normal)	EARTH	Plant	5	1500	1800	78780140	A guardian of the woods, this massive tree is believed to be immortal.
1969	Tri-Horned Dragon	Monster (Normal)	DARK	Dragon	8	2850	2350	39111158	An unworthy dragon with three sharp horns sprouting from its head.
1970	Trial of Nightmare	Monster (Normal)	DARK	Fiend	4	1300	900	77827521	This fiend passes judgment on enemies that are locked in coffins.
1971	Triangle Ecstasy Spark	Spell Card		Normal				12181376	Until the end of this turn, the ATK of all "Harpie Lady Sisters" currently on the field becomes 2700, your opponent cannot activate any Trap Cards, also negate all your opponent's Trap effects on the field.
1972	Triangle Power	Spell Card		Normal				32298781	Increase the original ATK and DEF of all face-up Level 1 Normal Monsters (except Tokens) on your side of the field by 2000 points until the End Phase. Destroy all Level 1 Normal Monsters on your side of the field during the End Phase.
1973	Tribe-Infecting Virus	Monster (Effect)	WATER	Aqua	4	1600	1000	33184167	Discard 1 card from your hand and declare 1 Type of monster. Destroy all face-up monsters of the declared Type on the field.
1974	Tribute Doll	Spell Card		Normal				2903036	Tribute 1 monster; Special Summon 1 Level 7 monster from your hand that can be Normal Summoned/Set. It cannot attack this turn.
1975	Tribute to the Doomed	Spell Card		Normal				79759861	Discard 1 card, then target 1 monster on the field; destroy it.
1976	Tricky Spell 4	Spell Card		Quick-Play				75622824	Send 1 face-up "The Tricky" you control to the Graveyard; Special Summon "Tricky Tokens" (Spellcaster-Type/WIND/Level 5/ATK 2000/DEF 1200) in Defense Position, equal to the number of monsters your opponent controls. "Tricky Tokens" cannot declare an attack.
1977	Tripwire Beast	Monster (Normal)	EARTH	Thunder	4	1200	1300	45042329	This creature attacks with electromagnetic waves.
1978	Troop Dragon	Monster (Effect)	WIND	Dragon	2	700	800	55013285	If this card is destroyed by battle and sent to the GY: Special Summon 1 "Troop Dragon" from your Deck.
1979	Tsukuyomi	Monster (Effect)	DARK	Spellcaster	4	1100	1400	34853266	Cannot be Special Summoned. If this card is Normal Summoned or flipped face-up: Target 1 face-up monster on the field; change that target to face-down Defense Position. Once per turn, during the End Phase, if this card was Normal Summoned or flipped face-up this turn: Return it to the hand.
1980	Turtle Bird	Monster (Normal)	WATER	Aqua	6	1900	1700	72929454	An unusual turtle that not only swims at tremendous speeds, but can also sail across the skies.
1981	Turtle Oath	Spell Card		Ritual				76806714	This card is used to Ritual Summon "Crab Turtle". You must also offer monsters whose total Level Stars equal 8 or more as a Tribute from the field or your hand.
1982	Turtle Raccoon	Monster (Normal)	WATER	Aqua	3	700	900	17441953	''A cunning raccoon protected by a solid turtle shell, it attacks with deception.''
1983	Turtle Tiger	Monster (Normal)	WATER	Aqua	4	1000	1500	37313348	A tiger encased in a protective shell that attacks with razor-sharp fangs.
1984	Turu-Purun	Monster (Normal)	WATER	Aqua	2	450	500	59053232	A strange, one-eyed monster that can fell an enemy with a single stab of its spear.
1985	Tutan Mask	Trap Card		Counter				3149764	When a Spell/Trap Card is activated that targets exactly 1 Zombie monster on the field (and no other cards): Negate the activation, and if you do, destroy it.
1986	Twin Long Rods #1	Monster (Normal)	WATER	Aqua	3	900	700	60589682	With whip-like arms, this creature can attack enemies from a distance.
1987	Twin Long Rods #2	Monster (Normal)	WATER	Aqua	3	850	700	29692206	An amphibious creature with two whip-like tails.
1988	Twin Swords of Flashing Light - Tryce	Spell Card		Equip				21900719	Send 1 card from your hand to the Graveyard; equip this card to a monster. It loses 500 ATK, but it can make a second attack during each Battle Phase.
1989	Twin-Headed Behemoth	Monster (Effect)	WIND	Dragon	3	1500	1200	43586926	During the End Phase, if this card is in the GY because it was destroyed on the field and sent there this turn: You can Special Summon this card, but its ATK/DEF become 1000. You can only use this effect of "Twin-Headed Behemoth" once per Duel.
1990	Twin-Headed Fire Dragon	Monster (Normal)	FIRE	Pyro	6	2200	1700	78984772	Two dragons fused as one from the effects of the Big Bang.
1991	Twin-Headed Thunder Dragon	Monster (Fusion)	LIGHT	Thunder	7	2800	2100	54752875	"Thunder Dragon" + "Thunder Dragon"
1992	Twin-Headed Wolf	Monster (Effect)	DARK	Fiend	4	1500	1000	88132637	While you control another Fiend monster, negate the effects of Flip monsters destroyed by battle with this card.
1993	Twinheaded Beast	Monster (Effect)	FIRE	Beast	6	1700	1900	82035781	This card can attack twice during the same Battle Phase.
1994	Two Thousand Needles	Monster (Effect)	EARTH	Beast	5	2000	1800	83228073	When this Defense Position card is attacked and the ATK of the attacking monster is lower than the DEF of this card, destroy the attacking monster at the end of the Damage Step.
1995	Two-Headed King Rex	Monster (Normal)	EARTH	Dinosaur	4	1600	1200	94119974	A powerful monster whose two heads attack as one.
1996	Two-Man Cell Battle	Spell Card		Continuous				25578802	During each player's End Phase, the turn player can Special Summon 1 Level 4 Normal Monster from their hand.
1997	Two-Mouth Darkruler	Monster (Normal)	EARTH	Dinosaur	3	900	700	57305373	A dinosaur with two deadly jaws, it stores electricity in its horn and releases high voltage bolts from the mouth on its back.
1998	Two-Pronged Attack	Trap Card		Normal				83887306	Select and destroy 2 of your monsters and 1 of your opponent's monsters.
1999	Tyhone	Monster (Normal)	WIND	Winged Beast	4	1200	1400	72842870	Capable of firing cannonballs from its mouth for long-range attacks, this creature is particularly effective in mountain battles.
2000	Tyhone #2	Monster (Normal)	FIRE	Dragon	6	1700	1900	56789759	A crimson dragon that spits fireballs to create a blazing sea of fire.
