ID,Name,Type,ATK,DEF,Description,Suggested_Pool,Final_Pool
1548,Roc from the Valley of Haze,Monster (Effect),2400,1400,"When this card is sent directly from your hand to the Graveyard, add this card to the Deck and shuff",4.2,
1549,Rock Bombardment,Trap,,,Send 1 Rock monster from your Deck to the GY; inflict 500 damage to your opponent.,2.3,
1550,Rock Ogre Grotto #1,Monster (Normal),800,1200,"Protected by a solid body of rock, this monster throws a bone-shattering punch.",1.5,
1551,Rock Ogre Grotto #2,Monster (Normal),700,1400,"A golem formed by boulders, this monster turns its enemies to stone and crushes them to dust.",1.3,
1552,Rock Spirit,Monster (Normal),1650,1900,''A fairy of boulders that looks like an earthenware statue. It is quite strong in terms of both att,1.5,
1553,Rocket Jumper,Monster (Effect),1000,800,"If the only cards on your opponent's side of the field are Defense Position monsters, this card can ",2.1,
1554,Rocket Warrior,Monster (Effect),1500,1300,"During your Battle Phase, this card cannot be destroyed by battle and you take no battle damage from",2.4,
1555,Rod of Silence - Kay'est,Spell,,,"The equipped monster gains 500 DEF. Negate other Spell effects that target the equipped monster, and",4.5,
1556,Rod of the Mind's Eye,Spell,,,"If a monster equipped with this card inflicts Battle Damage to your opponent, the damage becomes 100",2.3,
1557,Rogue Doll,Monster (Normal),1600,1000,"A deadly doll gifted with mystical power, it is particularly powerful when attacking against dark fo",2.5,
1558,Root Water,Monster (Normal),900,800,An amphibian capable of calling up a massive tidal wave from the dark seas to wipe out enemy monster,1.5,
1559,Rope of Life,Trap,,,"When a monster(s) is destroyed by battle and sent to your GY: Discard your entire hand (min.1), then",2.3,
1560,Rose Spectre of Dunn,Monster (Fusion),2000,1800,"""Feral Imp"" + ""Snakeyashi""",3.3,
1561,Roulette Barrel,Monster (Effect),1000,2000,"Once per turn: You can roll a six-sided die twice, choose 1 result, and destroy 1 monster on the fie",2.1,
1562,Royal Command,Trap,,,"Flip monsters' effects cannot be activated, also their effects are negated.",4.5,
1563,Royal Decree,Trap,,,Negate all other Trap effects on the field.,4.5,
1564,Royal Guard,Monster (Normal),1900,2200,''A mechanized soldier created to protect royalty.'',3.3,
1565,Royal Keeper,Monster (Effect),1600,1700,"Once per turn, you can flip this card into face-down Defense Position. When this card is flipped fac",3.1,
1566,Royal Magical Library,Monster (Effect),0,2000,"Each time a Spell Card is activated, place 1 Spell Counter on this card when that Spell resolves (ma",1.2,
1567,Royal Oppression,Trap,,,"Either player can pay 800 Life Points to negate the Special Summon of a monster(s), and/or an effect",4.5,
1568,Royal Surrender,Trap,,,Activate only when your opponent activates a Continuous Trap Card. Negate the activation and the eff,4.5,
1569,Royal Tribute,Spell,,,"If you control ""Necrovalley"": Both players discard any monsters in their hands.",4.5,
1570,Rude Kaiser,Monster (Normal),1800,1600,"With an axe in each hand, this monster delivers heavy damage.",3.1,
1571,Rush Recklessly,Spell,,,Target 1 face-up monster on the field; it gains 700 ATK until the end of this turn.,2.3,
1572,Ryu Kokki,Monster (Effect),2400,2000,"At the end of the Damage Step, if this card battled a Warrior or Spellcaster-Type monster: Destroy t",4.2,
1573,Ryu Senshi,Monster (Fusion),2000,1200,"""Warrior Dai Grepher"" + ""Spirit Ryu""  A Fusion Summon of this card can only be done with the above F",3.3,
1574,Ryu-Kishin,Monster (Normal),1000,500,A very elusive creature that looks like a harmless statue until it attacks.,1.5,
1575,Ryu-Kishin Clown,Monster (Effect),800,500,"When this card is Summoned (including Flip Summon and Special Summon), select 1 face-up monster on t",2.1,
1576,Ryu-Kishin Powered,Monster (Normal),1600,1200,A gargoyle enhanced by the powers of darkness. Very sharp talons make it a worthy opponent.,2.5,
1577,Ryu-Ran,Monster (Normal),2200,2600,A vicious little dragon sheltered in an egg that looks deceptively harmless.,3.5,
1578,Sacred Crane,Monster (Effect),1600,400,If this card is Special Summoned: Draw 1 card.,3.1,
1579,Sacred Phoenix of Nephthys,Monster (Effect),2400,1600,"Once per turn, during your next Standby Phase after this card was destroyed by a card effect and sen",4.2,
1580,Sage's Stone,Spell,,,"If you control a face-up ""Dark Magician Girl"": Special Summon 1 ""Dark Magician"" from your hand or De",4.5,
1581,Saggi the Dark Clown,Monster (Normal),600,1500,This clown appears from nowhere and executes very strange moves to avoid enemy attacks.,1.3,
1582,Sakuretsu Armor,Trap,,,When an opponent's monster declares an attack: Target the attacking monster; destroy that target.,2.3,
1583,Salamandra,Spell,,,Equip only to a FIRE monster. It gains 700 ATK.,2.3,
1584,Salvage,Spell,,,Target 2 WATER monsters with 1500 or less ATK in your Graveyard; add those targets to your hand.,2.3,
1585,Sand Gambler,Monster (Effect),300,1600,"Toss a coin 3 times. If all 3 results are Heads, destroy all monsters on your opponent's side of the",1.2,
1586,Sand Stone,Monster (Normal),1300,1600,"Appears from underground and attacks with long, snake-like tentacles.",1.1,
1587,Sanga of the Thunder,Monster (Effect),2600,2200,"During damage calculation in your opponent's turn, if this card is being attacked: You can target th",4.4,
1588,Sangan,Monster (Effect),1000,600,If this card is sent from the field to the GY: Add 1 monster with 1500 or less ATK from your Deck to,2.1,
1589,Sanwitch,Monster (Fusion),2100,1800,"""Sangan"" + ""Witch of the Black Forest""",3.5,
1590,Sasuke Samurai,Monster (Effect),500,800,"At the start of the Damage Step, if this card attacks a face-down Defense Position monster: Destroy ",1.4,
1591,Sasuke Samurai #2,Monster (Effect),200,300,"Once per turn, during your Main Phase, you can pay 800 Life Points. If you do this, until the End Ph",1.2,
1592,Sasuke Samurai #3,Monster (Effect),1000,1000,"When this card inflicts Battle Damage to your opponent's Life Points, your opponent draws cards unti",2.1,
1593,Sasuke Samurai #4,Monster (Effect),1200,1200,"If this card battles a monster, toss a coin and call heads or tails before damage calculation. If yo",2.2,
1594,Satellite Cannon,Monster (Effect),0,0,This card cannot be destroyed by battle with a Level 7 or lower monster. During each of your End Pha,1.2,
1595,Scapegoat,Spell,,,"Special Summon 4 ""Sheep Tokens"" (Beast/EARTH/Level 1/ATK 0/DEF 0) in Defense Position. They cannot b",1.4,
1596,Science Soldier,Monster (Normal),800,800,Soldiers equipped with state-of-the-art weaponry to face unknown creatures.,1.5,
1597,Scroll of Bewitchment,Spell,,,Select 1 Attribute. Change the Attribute of the equipped monster to the one you select.,2.3,
1598,Sea Kamen,Monster (Normal),1100,1300,A merciless monster that tears opponents to shreds with razor-like claws.,1.5,
1599,Sea King Dragon,Monster (Normal),2000,1700,"''Protected by a tough shell, this master of the sea attacks its enemies with toxic bubbles.''",3.3,
1600,Sea Serpent Warrior of Darkness,Monster (Normal),1800,1500,A warrior who defends the world of the Sea of Darkness. He prides himself on his fighting prowess bo,3.1,
1601,Seal of the Ancients,Spell,,,"Pay 1000 Life Points. Pick up and see all face-down cards on your opponent's side of the field, then",2.3,
1602,Sealmaster Meisei,Monster (Normal),1100,900,One of the few people who has a good command of Talismans. His history is a mystery.,1.5,
1603,Sebek's Blessing,Spell,,,If your monster inflicts battle damage to your opponent by a direct attack: Gain the same amount of ,2.3,
1604,Second Coin Toss,Spell,,,"When a coin toss is performed, you can choose to redo the coin toss. (If the toss involved multiple ",2.3,
1605,Second Goblin,Monster (Effect),100,100,"Once per turn, during your Main Phase, if you control this monster on the field, you can equip it to",1.2,
1606,Secret Barrel,Trap,,,Inflict 200 damage to your opponent for each card in their hand and for each card they control.,4.5,
1607,Secret Pass to the Treasures,Spell,,,Select 1 face-up monster with an ATK equal to 1000 points or less on your side of the field. During ,2.3,
1608,Sectarian of Secrets,Monster (Normal),700,500,"This wizard worships the darkness, and is served by a sinister hand that drags its enemies into obli",1.3,
1609,Seiyaryu,Monster (Normal),2500,2300,A mystical dragon that burns away the unworthy with its mystic flames.,4.1,
1610,Self-Destruct Button,Trap,,,You can only activate this card while your Life Points are lower than your opponent's Life Points an,2.3,
1611,Sengenjin,Monster (Normal),2750,2500,An unstoppable savage that carries Millennium Items.,4.3,
1612,Senju of the Thousand Hands,Monster (Effect),1400,1000,When this card is Normal or Flip Summoned: You can add 1 Ritual Monster from your Deck to your hand.,2.4,
1613,Senri Eye,Spell,,,"Once per turn, during each of your Standby Phases, you can pay 100 Life Points to look at 1 card on ",2.3,
1614,Sentinel of the Seas,Monster (Normal),1300,1000,A merman warrior that relentlessly attacks those who pollute the seas with their presence.,2.1,
1615,Serial Spell,Spell,,,Activate only when you activate one of your Normal Spell Cards. Discard all the cards in your hand t,2.3,
1616,Serpent Marauder,Monster (Normal),700,600,''A snake with a single eye that blows an icy breath to freeze its opponents.'',1.3,
1617,Serpent Night Dragon,Monster (Normal),2350,2400,A dragon created from the soul of a wicked knight.,3.5,
1618,Serpentine Princess,Monster (Effect),1400,2000,"If this face-up card is returned from the field to your Deck, select and Special Summon 1 Level 3 or",2.4,
1619,Servant of Catabolism,Monster (Effect),700,500,This monster may attack your opponent's Life Points directly.,1.4,
1620,Seven Tools of the Bandit,Trap,,,"When a Trap Card is activated: Pay 1000 LP; negate the activation, and if you do, destroy it.",4.5,
1621,Shadow Ghoul,Monster (Effect),1600,1300,This card gains 100 ATK for each monster in your Graveyard.,2.1,
1622,Shadow Specter,Monster (Normal),500,200,"Powerful in groups, this animal spirit can be found in the wastelands.",1.3,
1623,Shadow Spell,Trap,,,"Activate this card by targeting 1 face-up monster your opponent controls; it loses 700 ATK, also it ",4.5,
1624,Shadow Tamer,Monster (Effect),800,700,"(This card is always treated as an ""Archfiend"" card.) FLIP: Target 1 Fiend-Type monster your opponen",2.1,
1625,Shadow of Eyes,Trap,,,When a monster(s) is Set on your opponent's field: Target 1 of those Set monsters; change that Set m,2.3,
1626,Shadowknight Archfiend,Monster (Effect),2000,1600,The controller of this card pays 900 Life Points during each of his/her Standby Phases (this is not ,3.4,
1627,Shadowslayer,Monster (Effect),1400,200,"If all monsters your opponent controls are in Defense Position, this card can attack your opponent d",2.4,
1628,Shapesnatch,Monster (Normal),1200,1700,"A bow tie with horrible power, it attacks an opponent by controlling others.",1.1,
1629,Share the Pain,Spell,,,Tribute 1 monster; make your opponent Tribute 1 monster (for no effect).,2.3,
1630,Shield & Sword,Spell,,,"Switch the original ATK and DEF of all face-up monsters currently on the field, until the end of thi",1.4,
1631,Shield Crush,Spell,,,Target 1 Defense Position monster on the field; destroy that target.,1.4,
1632,Shien's Spy,Spell,,,Select 1 face-up monster you control to activate this card. Give control of the selected monster to ,4.5,
1633,Shift,Trap,,,"When your opponent targets exactly 1 monster you control (and no other cards) for an attack, or with",4.5,
1634,Shifting Shadows,Spell,,,"Once per turn, by paying 300 Life Points, rearrange the face-down Defense Position monsters in your ",1.4,
1635,Shinato's Ark,Spell,,,"This card is used to Ritual Summon ""Shinato, King of a Higher Plane"". You must also Tribute monsters",2.3,
1636,"Shinato, King of a Higher Plane",Monster (Ritual),3300,3000,"This card can only be Ritual Summoned with the Ritual Spell Card, ""Shinato's Ark"". You must also Tri",5.1,
1637,Shine Palace,Spell,,,Equip only to a LIGHT monster. It gains 700 ATK.,2.3,
1638,Shining Abyss,Monster (Normal),1600,1800,This monster employs the powers of both Light and Darkness.,2.5,
1639,Shining Angel,Monster (Effect),1400,800,When this card is destroyed by battle and sent to the Graveyard: You can Special Summon 1 LIGHT mons,2.4,
1640,Shining Friendship,Monster (Normal),1300,1100,The peacemaker among monsters.,2.1,
1641,Shooting Star Bow - Ceal,Spell,,,"The equipped monster loses 1000 ATK, but it can attack your opponent directly.",2.3,
1642,Shovel Crusher,Monster (Normal),900,1200,"Armed with a pair of shovels, this monster will destroy anything that stands in its way.",1.5,
1643,Shrink,Spell,,,Target 1 face-up monster on the field; its original ATK becomes halved until the end of this turn.,2.3,
1644,Silent Doom,Spell,,,"Target 1 Normal Monster in your Graveyard; Special Summon it in face-up Defense Position, but it can",1.4,
1645,Silent Swordsman LV3,Monster (Effect),1000,1000,Negate your opponent's Spell effects that target this card. During your Standby Phase: You can send ,2.1,
1646,Silent Swordsman LV5,Monster (Effect),2300,1000,Unaffected by your opponent's Spell effects. During your next Standby Phase after this card inflicts,4.1,
1647,Silent Swordsman LV7,Monster (Effect),2800,1000,"Cannot be Normal Summoned/Set. Must be Special Summoned by ""Silent Swordsman LV5"", and cannot be Spe",4.4,
1648,Silpheed,Monster (Effect),1700,700,This card cannot be Normal Summoned or Set. This card can only be Special Summoned by removing from ,3.1,
1649,Silver Bow and Arrow,Spell,,,A Fairy-Type monster equipped with this card increases its ATK and DEF by 300 points.,1.4,
1650,Silver Fang,Monster (Normal),1200,800,"A snow wolf that's beautiful to the eye, but absolutely vicious in battle.",2.1,
1651,Sinister Serpent,Monster (Effect),300,250,"During your Standby Phase, if this card is in your GY: You can add it to your hand, also banish 1 ""S",1.2,
1652,Sixth Sense,Trap,,,"Declare 2 numbers from 1 to 6, then your opponent rolls a six-sided die, and if the result is one of",2.3,
1653,Skelengel,Monster (Effect),900,400,FLIP: Draw 1 card.,2.1,
1654,Skelgon,Monster (Fusion),1700,1900,"""The Snake Hair"" + ""Blackland Fire Dragon""",3.5,
1655,Skill Drain,Trap,,,Activate by paying 1000 LP. Negate the effects of all face-up monsters while they are face-up on the,4.5,
1656,Skilled Dark Magician,Monster (Effect),1900,1700,"Each time a Spell Card is activated, place 1 Spell Counter on this card when that Spell resolves (ma",3.4,
1657,Skilled White Magician,Monster (Effect),1700,1900,"Each time a Spell Card is activated, place 1 Spell Counter on this card when that Spell Card resolve",3.1,
1658,Skull Archfiend of Lightning,Monster (Effect),2500,1200,"During each of your Standby Phases, you must pay 500 Life Points (this is not optional), or this car",4.2,
1659,Skull Dice,Trap,,,Roll a six-sided die. All monsters your opponent currently controls lose ATK/DEF equal to the result,4.5,
1660,Skull Dog Marron,Monster (Normal),1350,2000,A lost dog that wandered off 1000 years ago. He's still waiting for his master to come for him.,2.1,
1661,Skull Guardian,Monster (Ritual),2050,2500,"This monster can only be Ritual Summoned with the Ritual Spell Card, ""Novox's Prayer"". You must also",3.3,
1662,Skull Invitation,Trap,,,"Each time a card(s) is sent to the Graveyard, inflict 300 damage to its owner for each card sent.",2.3,
1663,Skull Knight,Monster (Fusion),2650,2250,"""Tainted Wisdom"" + ""Ancient Brain""",4.3,
1664,Skull Knight #2,Monster (Effect),1000,1200,"If you Tribute Summon a Fiend-Type monster by Tributing this monster, Special Summon 1 ""Skull Knight",2.1,
1665,Skull Lair,Trap,,,Remove from play any number of Monster Cards in your Graveyard to destroy 1 face-up monster on the f,2.3,
1666,Skull Mariner,Monster (Normal),1600,900,A pirate ship that appears out of the mist and sinks any seagoing vessels.,2.5,
1667,Skull Red Bird,Monster (Normal),1550,1200,This monster swoops down and attacks with a rain of knives stored in its wings.,2.3,
1668,Skull Servant,Monster (Normal),300,200,A skeletal ghost that isn't strong but can mean trouble in large numbers.,1.1,
1669,Skull Stalker,Monster (Normal),900,800,"Foist he's gonna grab yer monstah wit' his claws, den attack again wit' his poizin stingah!",1.5,
1670,Skull-Mark Ladybug,Monster (Effect),500,1500,"When this card is sent to the Graveyard, increase your Life Points by 1000 points.",1.4,
1671,Skullbird,Monster (Fusion),1900,1700,"""Takuhee"" + ""Temple of Skulls""",3.3,
1672,Sky Dragon,Monster (Normal),1900,1800,A flying dragon with four wings housing some very dangerous blades.,3.3,
1673,Sky Scout,Monster (Normal),1800,600,"With eyes like a hawk and a flying speed exceeding Mach 5, this monster is a master of the sky.",3.1,
1674,Skyscraper,Spell,,,"If an ""Elemental HERO"" monster attacks a monster that has a higher ATK, the attacking monster gains ",2.3,
1675,Slate Warrior,Monster (Effect),1900,400,FLIP: This card gains 500 ATK and DEF. If this card is destroyed by battle: The monster that destroy,3.4,
1676,Sleeping Lion,Monster (Normal),700,1700,A ferocious animal that sleeps all day. Sometimes it's better to let Sleeping Lions lie.,1.3,
1677,Slime Toad,Monster (Normal),700,500,"A slime with the head of a frog, it attacks by croaking terribly.",1.3,
1678,Slot Machine,Monster (Normal),2000,2300,The machine's ability is said to vary according to its slot results.,3.3,
1679,Smashing Ground,Spell,,,"Destroy the 1 face-up monster your opponent controls that has the highest DEF (your choice, if tied)",4.5,
1680,Smoke Grenade of the Thief,Spell,,,When this card is destroyed by a card effect while equipped to a monster: Look at your opponent's ha,2.3,
1681,Snake Fang,Trap,,,Decrease 1 selected monster's DEF by 500 points during the turn this card is activated.,1.4,
1682,Snakeyashi,Monster (Normal),1000,1200,This monster is formed by several serpents that break off to individually attack nearby enemies.,1.5,
1683,Snatch Steal,Spell,,,Equip only to a monster your opponent controls. Take control of the equipped monster. During each of,4.5,
1684,Sogen,Spell,,,All Warrior and Beast-Warrior monsters on the field gain 200 ATK/DEF.,1.4,
1685,Soitsu,Monster (Normal),0,0,"Apparently totally unreliable, he wonders if he has incredible potential.",1.1,
1686,Solar Flare Dragon,Monster (Effect),1500,1000,"While you control another Pyro-Type monster, this card cannot be attacked. During each of your End P",2.4,
1687,Solar Ray,Trap,,,Inflict 600 points of damage to your opponent's Life Points for each face-up LIGHT monster on your s,2.3,
1688,Solemn Judgment,Trap,,,"When a monster(s) would be Summoned, OR a Spell/Trap Card is activated: Pay half your LP; negate the",4.5,
1689,Solemn Wishes,Trap,,,Increase your Life Points by 500 points each time you draw a card (or cards).,1.4,
1690,Solitude,Monster (Normal),1050,1000,''This beast-warrior swings a massive scythe that feeds on the souls of the slain.'',1.5,
1691,Solomon's Lawbook,Trap,,,Skip your next Standby Phase.,2.3,
1692,Sonic Bird,Monster (Effect),1400,1000,When this card is Normal or Flip Summoned: You can add 1 Ritual Spell from your Deck to your hand.,2.4,
1693,Sonic Duck,Monster (Normal),1700,700,"A duck which can walk at a sonic speed. Sometimes, he cannot deal with his incredible pace and loses",2.5,
1694,Sonic Jammer,Monster (Effect),350,650,FLIP: Your opponent cannot activate any Spell Cards until the end of the End Phase of the next turn.,1.2,
1695,Sonic Maid,Monster (Normal),1200,900,"A maiden that uses sound to her advantage, she wields a scythe that's shaped like a musical note.",2.1,
1696,Sorcerer of Dark Magic,Monster (Effect),3200,2800,Cannot be Normal Summoned/Set. Must be Special Summoned (from your hand) by Tributing 2 Level 6 or h,5.2,
1697,Sorcerer of the Doomed,Monster (Normal),1450,1200,"A slave of the dark arts, this sorcerer is a master of life-extinguishing spells.",2.3,
1698,Soul Absorption,Spell,,,If a card(s) is banished: Gain 500 LP for each.,2.3,
1699,Soul Demolition,Trap,,,You can only activate this card's effect when you have a Fiend-Type monster on your side of the fiel,2.3,
1700,Soul Exchange,Spell,,,"Target 1 monster your opponent controls; this turn, if you Tribute a monster, you must Tribute that ",4.5,
1701,Soul Hunter,Monster (Fusion),2200,1800,"""Lord of the Lamp"" + ""Invader from Another Dimension""",3.5,
1702,Soul Release,Spell,,,Target up to 5 cards in any GY(s); banish them.,2.3,
1703,Soul Resurrection,Trap,,,Activate this card by targeting 1 Normal Monster in your Graveyard; Special Summon it in Defense Pos,1.4,
1704,Soul Reversal,Spell,,,Return 1 Flip Effect Monster from your Graveyard to the top of your Deck.,2.3,
1705,Soul Rope,Trap,,,When a monster you control is destroyed by a card effect and sent to the Graveyard (except during th,4.5,
1706,Soul Taker,Spell,,,"Target 1 face-up monster your opponent controls; destroy that target, then your opponent gains 1000 ",4.5,
1707,Soul Tiger,Monster (Normal),0,2100,The soul of a tiger that is said to devour human souls. He is a famous soul that you wouldn't want t,1.1,
1708,Soul of Purity and Light,Monster (Effect),2000,1800,This card cannot be Normal Summoned or Set. This card can only be Special Summoned by removing from ,3.4,
1709,Soul of the Pure,Spell,,,Increase your Life Points by 800 points.,1.4,
1710,Soul-Absorbing Bone Tower,Monster (Effect),400,1500,"If you control another Zombie-Type monster, your opponent cannot target this card for attacks. Each ",1.2,
1711,Souleater,Monster (Normal),1200,0,A living wonder of mystery.,2.1,
1712,Souls of the Forgotten,Monster (Normal),900,200,A wicked spirit created by the hateful souls of those who fell in battle. It grows by assimilating t,1.5,
1713,Space Mambo,Monster (Normal),1700,1000,A Space Mambo floating in the vast universe. This living relic was found in the ruins of a super civ,2.5,
1714,Spark Blaster,Spell,,,"Equip only to ""Elemental HERO Sparkman"". During your Main Phase: You can target 1 face-up monster; c",2.3,
1715,Sparks,Spell,,,Inflict 200 points of damage to your opponent's Life Points.,2.3,
1716,Spatial Collapse,Trap,,,You can only activate this card if both you and your opponent each have 5 or less cards on the field,2.3,
1717,Spear Cretin,Monster (Effect),500,500,"FLIP: When this card is sent to the Graveyard after being flipped, each player selects 1 monster fro",1.4,
1718,Spear Dragon,Monster (Effect),1900,0,During battle between this attacking card and a Defense Position monster whose DEF is lower than the,3.4,
1719,Special Hurricane,Spell,,,Discard 1 card from your hand. Destroy all Special Summoned monsters on the field.,4.5,
1720,Spell Absorption,Spell,,,"Each time a Spell Card is activated, gain 500 LP immediately after it resolves.",2.3,
1721,Spell Canceller,Monster (Effect),1800,1600,"Spell Cards, and their effects on the field, cannot be activated. Negate all Spell effects on the fi",3.2,
1722,Spell Economics,Spell,,,You do not pay Life Points to activate Spell Cards.,2.3,
1723,Spell Purification,Trap,,,Discard 1 card from your hand. Destroy all face-up Continuous Spell Cards.,4.5,
1724,Spell Reproduction,Spell,,,"Send 2 Spells from your hand to the GY, then target 1 Spell in your GY; add it to your hand.",2.3,
1725,Spell Shattering Arrow,Spell,,,"Destroy as many face-up Spells your opponent controls as possible, and if you do, inflict 500 damage",4.5,
1726,Spell Shield Type-8,Trap,,,Activate 1 of these effects. ● When a Spell Card is activated that targets exactly 1 monster on the ,4.5,
1727,Spell Vanishing,Trap,,,"Discard 2 cards from your hand. Negate the activation of a Spell Card and destroy it. Also, look at ",4.5,
1728,Spell of Pain,Spell,,,When your opponent activates a card or effect that would inflict effect damage to you: Your opponent,2.3,
1729,Spell-Stopping Statute,Trap,,,Activate only when your opponent activates a Continuous Spell Card. Negate the activation and the ef,4.5,
1730,Spellbinding Circle,Trap,,,Activate this card by targeting 1 monster your opponent controls; it cannot attack or change its bat,4.5,
1731,Spellbook Organization,Spell,,,"Look at the top 3 cards of your Deck, then return them to the top of the Deck in any order.",2.3,
1732,Spherous Lady,Monster (Normal),400,1400,Many have been deceived by the beauty of this vampire.,1.1,
1733,Sphinx Teleia,Monster (Effect),2500,3000,"You can pay 500 Life Points to Special Summon this card when ""Pyramid of Light"" is on the field. Thi",4.2,
1734,Spike Seadra,Monster (Normal),1600,1300,"Using the spikes sprouting from its body, this creature stabs its opponents and floods them with ele",1.5,
1735,Spikebot,Monster (Normal),1800,1700,"A mechanical soldier created by a wicked sorcerer, it attacks with the two steel balls attached to i",3.1,
1736,Spiked Snail,Monster (Normal),700,1300,"''A very fast, bipedal snail with a pair of lethal arms.''",1.3,
1737,Spiral Spear Strike,Spell,,,"If ""Gaia The Fierce Knight"", ""Swift Gaia the Fierce Knight"", or ""Gaia the Dragon Champion"" you contr",4.5,
1738,Spirit Barrier,Trap,,,"While you control a monster, you take no battle damage.",4.5,
1739,Spirit Caller,Monster (Effect),1000,1000,FLIP: You can Special Summon 1 Level 3 or lower Normal Monster from your Graveyard to your side of t,2.1,
1740,Spirit Elimination,Spell,,,"When monsters in the Graveyard are removed from play, remove monsters on your side of the field from",2.3,
1741,"Spirit Message ""A""",Spell,,,"This card can only be placed on the field by the effect of ""Destiny Board"".",2.3,
1742,"Spirit Message ""I""",Spell,,,"This card can only be placed on the field by the effect of ""Destiny Board"".",2.3,
1743,"Spirit Message ""L""",Spell,,,"This card can only be placed on the field by the effect of ""Destiny Board"".",2.3,
1744,"Spirit Message ""N""",Spell,,,"This card can only be placed on the field by the effect of ""Destiny Board"".",2.3,
1745,Spirit Reaper,Monster (Effect),300,200,"Cannot be destroyed by battle. After resolving a card effect that targets this face-up card, destroy",1.2,
1746,Spirit Ryu,Monster (Effect),1000,1000,"During your Battle Step, if this card battles (Quick Effect): You can discard 1 Dragon monster to th",2.1,
1747,Spirit of Flames,Monster (Effect),1700,1000,Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by banishing 1 FIRE m,3.1,
1748,Spirit of the Books,Monster (Normal),1400,1200,"This wise spirit dwells in books, using its accumulated knowledge to defeat enemies.",2.3,
1749,Spirit of the Breeze,Monster (Effect),0,1800,"As long as this card remains in face-up Attack Position on your side of the field, increase your Lif",1.2,
1750,Spirit of the Harp,Monster (Normal),800,2000,A spirit that soothes the soul with the music of its heavenly harp.,1.5,
1751,Spirit of the Mountain,Monster (Normal),1300,1800,''An elderly magician that raises mountains with his flute.'',1.1,
1752,Spirit of the Pharaoh,Monster (Effect),2500,2000,This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by the effec,4.2,
1753,Spirit of the Pot of Greed,Monster (Effect),100,100,"While this card is in face-up Attack Position on the field, if a player activates ""Pot of Greed"", th",1.2,
1754,Spirit of the Winds,Monster (Normal),1700,1400,''A spirit of the wind that calls up a storm when it's in a bad mood.'',1.5,
1755,Spirit's Invitation,Trap,,,"Each time your Spirit monster returns to your hand, select 1 monster on your opponent's side of the ",2.3,
1756,Spiritual Earth Art - Kurogane,Trap,,,"Tribute 1 EARTH monster. Special Summon 1 Level 4 or lower EARTH monster from your Graveyard, except",2.3,
1757,Spiritual Energy Settle Machine,Spell,,,"As long as this card remains face-up on the field, all Spirit monsters remain face-up on the field a",2.3,
1758,Spiritual Fire Art - Kurenai,Trap,,,Tribute 1 FIRE monster; inflict damage to your opponent equal to that monster's original ATK.,2.3,
1759,Spiritual Water Art - Aoi,Trap,,,"Tribute 1 WATER monster; look at your opponent's hand, then send 1 card from their hand to the Grave",2.3,
1760,Spiritual Wind Art - Miyabi,Trap,,,"Tribute 1 WIND monster, then target 1 card your opponent controls; place that card on the bottom of ",4.5,
1761,Spiritualism,Spell,,,Return 1 Spell/Trap Card your opponent controls to the hand. This card's activation and effect canno,4.5,
1762,Spring of Rebirth,Spell,,,Increase your Life Points by 500 points every time monsters return from the field to the owner's han,1.4,
1763,St. Joan,Monster (Fusion),2800,2000,"""The Forgiving Maiden"" + ""Darklord Marie""",4.3,
1764,Stamping Destruction,Spell,,,"If you control a Dragon monster: Target 1 Spell/Trap on the field; destroy that target, and if you d",4.5,
1765,Star Boy,Monster (Effect),550,500,"As long as this card remains face-up on the field, increase the ATK of all WATER monsters by 500 poi",1.4,
1766,Statue of the Wicked,Trap,,,"When this face-down card is destroyed and sent to the Graveyard, Special Summon 1 ""Wicked Token"" (Fi",1.4,
1767,Staunch Defender,Trap,,,You can only activate this card when your opponent declares an attack. Select 1 face-up monster on y,2.3,
1768,Stealth Bird,Monster (Effect),700,1700,Once per turn: You can change this card to face-down Defense Position. When this card is Flip Summon,1.4,
1769,Steam Gyroid,Monster (Fusion),2200,1600,"""Gyroid"" + ""Steamroid""",3.5,
1770,Steamroid,Monster (Effect),1800,1800,"If this card attacks an opponent's monster, this card gains 500 ATK during the Damage Step only. If ",3.2,
1771,Steel Ogre Grotto #1,Monster (Normal),1400,1800,A steel idol worshipped in the Land of Machines.,1.3,
1772,Steel Ogre Grotto #2,Monster (Normal),1900,2200,A mechanized iron doll with tremendous strength.,3.3,
1773,Steel Scorpion,Monster (Effect),250,300,"A non Machine-Type Monster attacking ""Steel Scorpion"" will be destroyed at the End Phase of your opp",1.2,
1774,Steel Shell,Spell,,,A WATER monster equipped with this card increases its ATK by 400 points and decreases its DEF by 200,1.4,
1775,Stim-Pack,Spell,,,"The equipped monster gains 700 ATK. During each of your Standby Phases, the equipped monster loses 2",2.3,
1776,Stone Armadiller,Monster (Normal),800,1200,Dis stone crittah's got rock-hahd fur. Dat gives him some really good dee-fense!,1.5,
1777,Stone Dragon,Monster (Normal),2000,2300,A dragon formed by huge boulders that are also used to attack the enemy.,3.3,
1778,Stone Ghost,Monster (Normal),1200,1000,"''With a head that erupts when angered, this monster launches a dangerous shower of boulders.''",2.1,
1779,Stone Ogre Grotto,Monster (Normal),1600,1500,A behemoth shaped by giant boulders.,1.5,
